Airline (IATA or ICAO),Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment
LH,3320,DUS,345,NRT,2279,Y,0,788
LH,3320,DUS,345,OSL,644,Y,0,73G 73W 738 736
LH,3320,DUS,345,OTP,1657,Y,0,CR9
LH,3320,DUS,345,PEK,3364,Y,0,330
LH,3320,DUS,345,SKG,1486,Y,0,321
LH,3320,DUS,345,SPU,1206,Y,0,319
LH,3320,DUS,345,WAW,679,Y,0,E75
LH,3320,EBB,1187,BRU,302,Y,0,332
LH,3320,EBB,1187,KGL,1165,Y,0,73W
LH,3320,EDI,535,EWR,3494,Y,0,752
LH,3320,EWR,3494,AMS,580,Y,0,752 763
LH,3320,EWR,3494,BCN,1218,Y,0,752
LH,3320,EWR,3494,BFS,465,Y,0,752
LH,3320,EWR,3494,BHX,469,Y,0,752
LH,3320,EWR,3494,BRU,302,Y,0,764 777
LH,3320,EWR,3494,CDG,1382,Y,0,764 752 763
LH,3320,EWR,3494,DUB,599,Y,0,752
LH,3320,EWR,3494,EDI,535,Y,0,752
LH,3320,EWR,3494,FCO,1555,Y,0,764
LH,3320,EWR,3494,GLA,534,Y,0,752
LH,3320,EWR,3494,HAM,342,Y,0,752
LH,3320,EWR,3494,LHR,507,Y,0,763 752 777
LH,3320,EWR,3494,MAD,1229,Y,0,752
LH,3320,EWR,3494,MAN,478,Y,0,752
LH,3320,EWR,3494,MSY,3861,Y,0,320 E70
LH,3320,EWR,3494,MXP,1524,Y,0,764
LH,3320,EWR,3494,SNN,603,Y,0,752
LH,3320,EWR,3494,STR,350,Y,0,752
LH,3320,EWR,3494,TXL,351,Y,0,752
LH,3320,FCO,1555,EWR,3494,Y,0,764
LH,3320,FCO,1555,YYZ,193,Y,0,333
LH,3320,FDH,382,FRA,340,Y,0,CR7
LH,3320,FIH,1020,BRU,302,Y,0,333
LH,3320,FIH,1020,DLA,897,Y,0,333
LH,3320,FLR,1563,FRA,340,Y,0,E90
LH,3320,FMO,341,FRA,340,Y,0,CR7
LH,3320,FMO,341,MUC,346,Y,0,E95 CR9
LH,3320,FNA,1059,ROB,1063,Y,0,333
LH,3320,FRA,340,ACC,248,Y,0,333
LH,3320,FRA,340,ADD,1107,Y,0,788
LH,3320,FRA,340,BGO,636,Y,0,735 E90
LH,3320,FRA,340,CTU,3395,Y,0,330
LH,3320,FRA,340,DBV,1200,Y,0,319 320 735
LH,3320,FRA,340,DMM,2064,Y,0,73H
LH,3320,FRA,340,FDH,382,Y,0,CR7
LH,3320,FRA,340,FLR,1563,Y,0,E90
LH,3320,FRA,340,FMO,341,Y,0,CR7
LH,3320,FRA,340,GWT,410,Y,0,E90
LH,3320,FRA,340,HER,1452,Y,0,320
LH,3320,FRA,340,INN,1610,Y,0,DH4
LH,3320,FRA,340,KTW,671,Y,0,735 CR7 733
LH,3320,FRA,340,LCY,503,Y,0,E90
LH,3320,FRA,340,LJU,1569,Y,0,CR9 319
LH,3320,FRA,340,MSQ,2954,Y,0,E90
LH,3320,FRA,340,OLB,1520,Y,0,E90
LH,3320,FRA,340,PMO,1512,Y,0,E90
LH,3320,FRA,340,PNQ,3017,Y,0,73H
LH,3320,FRA,340,PRN,1742,Y,0,319
LH,3320,FRA,340,PUY,1203,Y,0,319 320
LH,3320,FRA,340,SKG,1486,Y,0,321
LH,3320,FRA,340,SZG,1612,Y,0,100
LH,3320,FRA,340,VRN,1550,Y,0,E95
LH,3320,FRA,340,YOW,100,Y,0,333
LH,3320,FRA,340,YUL,146,Y,0,333
LH,3320,FRA,340,YYC,178,Y,0,77W
LH,3320,FRA,340,ZAD,1209,Y,0,319
LH,3320,GLA,534,DUS,345,Y,0,CR9
LH,3320,GLA,534,EWR,3494,Y,0,752
LH,3320,GOT,687,DUS,345,Y,0,CR9
LH,3320,GOT,687,MUC,346,Y,0,E95 CR9
LH,3320,GRU,2564,CWB,2545,Y,0,320
LH,3320,GRZ,1609,DUS,345,Y,0,DH4
LH,3320,GRZ,1609,MUC,346,Y,0,CR9 CR7
LH,3320,GRZ,1609,STR,350,Y,0,DH4
LH,3320,GVA,1665,YUL,146,Y,0,333
LH,3320,GWT,410,FRA,340,Y,0,E90
LH,3320,GWT,410,MUC,346,Y,0,E95
LH,3320,HAJ,352,BRU,302,Y,0,DH4
LH,3320,HAJ,352,ZRH,1678,Y,0,100 AR1 320
LH,3320,HAM,342,BRU,302,Y,0,319 AR1 DH4
LH,3320,HAM,342,BSL,1423,Y,0,AR1
LH,3320,HAM,342,EWR,3494,Y,0,752
LH,3320,HAM,342,LIS,1638,Y,0,320 319 321
LH,3320,HAM,342,SCN,349,Y,0,DH4
LH,3320,HAM,342,VIE,1613,Y,0,320 321
LH,3320,HAM,342,WAW,679,Y,0,E75 E70
LH,3320,HAM,342,ZRH,1678,Y,0,321 320
LH,3320,HER,1452,FRA,340,Y,0,320
LH,3320,HER,1452,MUC,346,Y,0,320
LH,3320,HKT,3179,BKK,3885,Y,0,333 330
LH,3320,HRE,1005,ADD,1107,Y,0,788
LH,3320,HRE,1005,LUN,907,Y,0,788
LH,3320,IAD,3714,AMS,580,Y,0,763
LH,3320,IAD,3714,ATL,3682,Y,0,CRJ
LH,3320,IAD,3714,BRU,302,Y,0,777 332
LH,3320,IAD,3714,CDG,1382,Y,0,763
LH,3320,IAD,3714,LHR,507,Y,0,752 777
LH,3320,IAD,3714,MSY,3861,Y,0,738 739
LH,3320,IAH,3550,AMS,580,Y,0,777
LH,3320,IAH,3550,LHR,507,Y,0,763 788
LH,3320,IAH,3550,MSY,3861,Y,0,73G 320 ERJ 738 CR7
LH,3320,INN,1610,FRA,340,Y,0,DH4
LH,3320,JFK,3797,BRU,302,Y,0,333
LH,3320,JFK,3797,MSY,3861,Y,0,E90
LH,3320,JNB,813,MUC,346,Y,0,346 343 332
LH,3320,JRO,1180,ADD,1107,Y,0,763
LH,3320,KBV,3174,BKK,3885,Y,0,333
LH,3320,KGL,1165,EBB,1187,Y,0,332
LH,3320,KGL,1165,NBO,4059,Y,0,332
LH,3320,KIV,1735,MUC,346,Y,0,E95
LH,3320,KLX,1456,MUC,346,Y,0,319
LH,3320,KRK,669,MUC,346,Y,0,319 320 E95
LH,3320,KTW,671,FRA,340,Y,0,735 CR7 733
LH,3320,LAD,951,FIH,1020,Y,0,333
LH,3320,LAX,3484,LHR,507,Y,0,777
LH,3320,LCY,503,FRA,340,Y,0,E90
LH,3320,LEJ,348,MUC,346,Y,0,CR9 E95 CR7
LH,3320,LEJ,348,VIE,1613,Y,0,DH4
LH,3320,LFW,298,BRU,302,Y,0,333
LH,3320,LHR,507,EWR,3494,Y,0,763 777 752
LH,3320,LHR,507,IAD,3714,Y,0,752 777
LH,3320,LHR,507,IAH,3550,Y,0,763 788
LH,3320,LHR,507,LAX,3484,Y,0,777
LH,3320,LHR,507,ORD,3830,Y,0,763
LH,3320,LHR,507,SFO,3469,Y,0,777
LH,3320,LHR,507,YEG,49,Y,0,763
LH,3320,LHR,507,YHZ,73,Y,0,763
LH,3320,LHR,507,YOW,100,Y,0,763
LH,3320,LHR,507,YUL,146,Y,0,77W
LH,3320,LHR,507,YVR,156,Y,0,77W
LH,3320,LHR,507,YYC,178,Y,0,333
LH,3320,LHR,507,YYT,189,Y,0,319
LH,3320,LHR,507,YYZ,193,Y,0,77L 763 77W 333
LH,3320,LIN,1529,BRU,302,Y,0,AR1 319
LH,3320,LIS,1638,HAM,342,Y,0,319 320 321
LH,3320,LJU,1569,FRA,340,Y,0,CR9 319
LH,3320,LJU,1569,MUC,346,Y,0,CR9 CR2
LH,3320,LNZ,1611,DUS,345,Y,0,DH4
LH,3320,LUN,907,HRE,1005,Y,0,788
LH,3320,LUX,629,MUC,346,Y,0,CR9 CR7
LH,3320,LUX,629,SCN,349,Y,0,DH4
LH,3320,LUX,629,TXL,351,Y,0,DH4 ER4
LH,3320,LWO,2945,MUC,346,Y,0,CR7 CR9
LH,3320,LYS,1335,MUC,346,Y,0,E95 CR9
LH,3320,MAD,1229,EWR,3494,Y,0,752
LH,3320,MAN,478,DUS,345,Y,0,319 CR9
LH,3320,MAN,478,EWR,3494,Y,0,752
LH,3320,MBA,1145,JRO,1180,Y,0,DH8
LH,3320,MLA,1606,CTA,1509,Y,0,319
LH,3320,MLA,1606,DUS,345,Y,0,319 320
LH,3320,MRS,1353,MUC,346,Y,0,E95 CR9
LH,3320,MSQ,2954,FRA,340,Y,0,E90
LH,3320,MSY,3861,EWR,3494,Y,0,738 ERJ
LH,3320,MSY,3861,IAD,3714,Y,0,320 319
LH,3320,MSY,3861,IAH,3550,Y,0,CR7 738 ERJ
LH,3320,MSY,3861,JFK,3797,Y,0,E90 320
LH,3320,MUC,346,AMS,580,Y,0,E95 CR9
LH,3320,MUC,346,AOI,4309,Y,0,CR9 E95
LH,3320,MUC,346,BEG,1739,Y,0,E95
LH,3320,MUC,346,BHX,469,Y,0,E95
LH,3320,MUC,346,BKK,3885,Y,0,747
LH,3320,MUC,346,BRI,1501,Y,0,E95
LH,3320,MUC,346,BSL,1423,Y,0,CR9 CR7
LH,3320,MUC,346,CAI,1128,Y,0,738
LH,3320,MUC,346,CLJ,1652,Y,0,E95
LH,3320,MUC,346,CPH,609,Y,0,CR9 E95 320 321 319
LH,3320,MUC,346,DOK,2940,Y,0,CR7 CR9
LH,3320,MUC,346,FMO,341,Y,0,E95 CR9
LH,3320,MUC,346,GOT,687,Y,0,E95 CR9
LH,3320,MUC,346,GRZ,1609,Y,0,CR9 CR7
LH,3320,MUC,346,GWT,410,Y,0,E95
LH,3320,MUC,346,HER,1452,Y,0,320
LH,3320,MUC,346,JNB,813,Y,0,346 343 332
LH,3320,MUC,346,KIV,1735,Y,0,E95
LH,3320,MUC,346,KLX,1456,Y,0,319
LH,3320,MUC,346,KRK,669,Y,0,319 320 E95
LH,3320,MUC,346,LEJ,348,Y,0,CR9 E95 CR7
LH,3320,MUC,346,LJU,1569,Y,0,CR9 CR2
LH,3320,MUC,346,LUX,629,Y,0,CR9 CR7
LH,3320,MUC,346,LWO,2945,Y,0,CR7 CR9
LH,3320,MUC,346,LYS,1335,Y,0,E95 CR9
LH,3320,MUC,346,MRS,1353,Y,0,CR9 E95
LH,3320,MUC,346,NUE,347,Y,0,CR7 CR9
LH,3320,MUC,346,ODS,2947,Y,0,CR9 CR7
LH,3320,MUC,346,OLB,1520,Y,0,E95
LH,3320,MUC,346,PAD,371,Y,0,CR9 CR7
LH,3320,MUC,346,PMO,1512,Y,0,E95 319
LH,3320,MUC,346,PRN,1742,Y,0,319
LH,3320,MUC,346,RLG,772,Y,0,CR9 E95
LH,3320,MUC,346,RTM,591,Y,0,CR7 CR9
LH,3320,MUC,346,SBZ,1658,Y,0,CR9
LH,3320,MUC,346,SKG,1486,Y,0,320
LH,3320,MUC,346,SPU,1206,Y,0,DH4 CR9
LH,3320,MUC,346,STR,350,Y,0,CR9 CR7 E95
LH,3320,MUC,346,SUF,1508,Y,0,319
LH,3320,MUC,346,TIA,1190,Y,0,E95
LH,3320,MUC,346,TLS,1273,Y,0,E95 319 CR9
LH,3320,MUC,346,TRN,1526,Y,0,E95
LH,3320,MUC,346,TRS,1545,Y,0,CR9 CR7
LH,3320,MUC,346,TSR,1663,Y,0,CR9 E95
LH,3320,MUC,346,VCE,1551,Y,0,E95
LH,3320,MUC,346,VRN,1550,Y,0,E95
LH,3320,MUC,346,WRO,680,Y,0,CR9 E95 CR7
LH,3320,MUC,346,YYZ,193,Y,0,77W
LH,3320,MUC,346,ZAD,1209,Y,0,DH4
LH,3320,MXP,1524,BRU,302,Y,0,319 AR1
LH,3320,MXP,1524,EWR,3494,Y,0,764
LH,3320,NAP,1561,DUS,345,Y,0,319 CR9
LH,3320,NBO,4059,BRU,302,Y,0,332
LH,3320,NBO,4059,DAR,1177,Y,0,333
LH,3320,NBO,4059,ZRH,1678,Y,0,333
LH,3320,NCL,521,DUS,345,Y,0,CR9
LH,3320,NRT,2279,DUS,345,Y,0,788
LH,3320,NSI,4161,BRU,302,Y,0,332
LH,3320,NSI,4161,DLA,897,Y,0,332
LH,3320,NUE,347,MUC,346,Y,0,CR7 CR9
LH,3320,NUE,347,ZRH,1678,Y,0,AR1 100
LH,3320,ODS,2947,MUC,346,Y,0,CR9 CR7
LH,3320,OLB,1520,FRA,340,Y,0,E90
LH,3320,OLB,1520,MUC,346,Y,0,E95
LH,3320,ORD,3830,AMS,580,Y,0,763
LH,3320,ORD,3830,ATL,3682,Y,0,CR7 E70
LH,3320,ORD,3830,CDG,1382,Y,0,763
LH,3320,ORD,3830,LHR,507,Y,0,763
LH,3320,OSL,644,DUS,345,Y,0,73G 73W 738 736
LH,3320,OSL,644,TOS,663,Y,0,73G
LH,3320,OTP,1657,DUS,345,Y,0,CR9
LH,3320,OUA,246,ABJ,253,Y,0,333
LH,3320,OUA,246,BRU,302,Y,0,333
LH,3320,PAD,371,MUC,346,Y,0,CR9 CR7
LH,3320,PEK,3364,DUS,345,Y,0,330
LH,3320,PMO,1512,FRA,340,Y,0,E90
LH,3320,PMO,1512,MUC,346,Y,0,E95 319
LH,3320,PRN,1742,FRA,340,Y,0,319
LH,3320,PRN,1742,MUC,346,Y,0,319
LH,3320,RLG,772,MUC,346,Y,0,CR9 E95
LH,3320,ROB,1063,BRU,302,Y,0,333
LH,3320,RTM,591,MUC,346,Y,0,CR7 CR9
LH,3320,SBZ,1658,MUC,346,Y,0,CR9
LH,3320,SCN,349,HAM,342,Y,0,DH4
LH,3320,SCN,349,LUX,629,Y,0,DH4
LH,3320,SCN,349,TXL,351,Y,0,DH4
LH,3320,SFO,3469,LHR,507,Y,0,777
LH,3320,SKG,1486,ATH,3941,Y,0,321
LH,3320,SKG,1486,DUS,345,Y,0,321
LH,3320,SKG,1486,FRA,340,Y,0,321
LH,3320,SKG,1486,MUC,346,Y,0,320
LH,3320,SKG,1486,STR,350,Y,0,320
LH,3320,SNN,603,EWR,3494,Y,0,752
LH,3320,SPU,1206,DUS,345,Y,0,319
LH,3320,SPU,1206,MUC,346,Y,0,DH4 CR9
LH,3320,STR,350,EWR,3494,Y,0,752
LH,3320,STR,350,GRZ,1609,Y,0,DH4
LH,3320,STR,350,MUC,346,Y,0,CR9 CR7 E95
LH,3320,STR,350,SKG,1486,Y,0,320
LH,3320,STR,350,VIE,1613,Y,0,319 100 F70 320 DH4
LH,3320,STR,350,ZRH,1678,Y,0,100 AR1 319
LH,3320,SUF,1508,MUC,346,Y,0,319
LH,3320,SZG,1612,FRA,340,Y,0,100
LH,3320,TIA,1190,MUC,346,Y,0,E95
LH,3320,TLS,1273,MUC,346,Y,0,E95 319 CR9
LH,3320,TOS,663,ALF,632,Y,0,73G
LH,3320,TRN,1526,MUC,346,Y,0,E95
LH,3320,TRS,1545,MUC,346,Y,0,CR7 CR9
LH,3320,TSR,1663,MUC,346,Y,0,CR9 E95
LH,3320,TXL,351,ARN,737,Y,0,73H 717 73W 736
LH,3320,TXL,351,ATH,3941,Y,0,320
LH,3320,TXL,351,BRU,302,Y,0,319 AR1 320
LH,3320,TXL,351,CPH,609,Y,0,320 CR2 321 319 CR9
LH,3320,TXL,351,EWR,3494,Y,0,752
LH,3320,TXL,351,LUX,629,Y,0,DH4 ER4
LH,3320,TXL,351,SCN,349,Y,0,DH4 ER4
LH,3320,TXL,351,VIE,1613,Y,0,320 321 319
LH,3320,TXL,351,ZRH,1678,Y,0,321 320
LH,3320,VCE,1551,MUC,346,Y,0,E95
LH,3320,VIE,1613,CGN,344,Y,0,100 F70
LH,3320,VIE,1613,HAM,342,Y,0,320 321
LH,3320,VIE,1613,LEJ,348,Y,0,DH4
LH,3320,VIE,1613,STR,350,Y,0,100 319 F70 320 DH4
LH,3320,VIE,1613,TXL,351,Y,0,320 321 319
LH,3320,VIE,1613,YYZ,193,Y,0,767
LH,3320,VNO,3959,BRU,302,Y,0,AR1 319
LH,3320,VRN,1550,FRA,340,Y,0,E95
LH,3320,VRN,1550,MUC,346,Y,0,E95
LH,3320,WAW,679,DUS,345,Y,0,E75
LH,3320,WAW,679,HAM,342,Y,0,E75 E70
LH,3320,WRO,680,MUC,346,Y,0,CR7 CR9 E95
LH,3320,YEG,49,LHR,507,Y,0,763
LH,3320,YHZ,73,LHR,507,Y,0,763
LH,3320,YOW,100,FRA,340,Y,0,333
LH,3320,YOW,100,LHR,507,Y,0,763
LH,3320,YUL,146,BRU,302,Y,0,333
LH,3320,YUL,146,CDG,1382,Y,0,77W
LH,3320,YUL,146,FRA,340,Y,0,333
LH,3320,YUL,146,GVA,1665,Y,0,333
LH,3320,YUL,146,LHR,507,Y,0,77W
LH,3320,YUL,146,YYZ,193,Y,0,333
LH,3320,YVR,156,LHR,507,Y,0,77W
LH,3320,YYC,178,FRA,340,Y,0,77W
LH,3320,YYC,178,LHR,507,Y,0,333
LH,3320,YYT,189,LHR,507,Y,0,319
LH,3320,YYZ,193,CDG,1382,Y,0,77W
LH,3320,YYZ,193,CPH,609,Y,0,763
LH,3320,YYZ,193,FCO,1555,Y,0,333
LH,3320,YYZ,193,LHR,507,Y,0,763 77L 77W 333
LH,3320,YYZ,193,MUC,346,Y,0,77W
LH,3320,YYZ,193,VIE,1613,Y,0,767
LH,3320,YYZ,193,YUL,146,Y,0,333
LH,3320,ZAD,1209,FRA,340,Y,0,319
LH,3320,ZAD,1209,MUC,346,Y,0,DH4
LH,3320,ZNZ,1186,JRO,1180,Y,0,763
LH,3320,ZRH,1678,HAJ,352,Y,0,AR1 100 320
LH,3320,ZRH,1678,HAM,342,Y,0,321 320
LH,3320,ZRH,1678,NBO,4059,Y,0,333
LH,3320,ZRH,1678,NUE,347,Y,0,100 AR1
LH,3320,ZRH,1678,STR,350,Y,0,AR1 100 319
LH,3320,ZRH,1678,TXL,351,Y,0,320 321
LO,3210,FRA,340,GDN,668,Y,0,319 321 32A 320
LO,3210,FRA,340,KRK,669,Y,0,735 733 321 32A 319
LO,3210,FRA,340,KTW,671,Y,0,735 CR7 733
LO,3210,FRA,340,POZ,674,Y,0,CR7
LO,3210,FRA,340,WRO,680,Y,0,CR7 32A 321
LO,3210,GDN,668,FRA,340,Y,0,319 321 32A 320
LO,3210,GDN,668,MUC,346,Y,0,E95
LO,3210,KRK,669,FRA,340,Y,0,735 733 321 32A 319
LO,3210,KRK,669,MUC,346,Y,0,319 320 E95
LO,3210,KRK,669,VIE,1613,Y,0,F70 DH4 100
LO,3210,KTW,671,FRA,340,Y,0,735 CR7 733
LO,3210,LIS,1638,WAW,679,Y,0,320 319
LO,3210,MUC,346,GDN,668,Y,0,E95
LO,3210,MUC,346,KRK,669,Y,0,319 320 E95
LO,3210,MUC,346,POZ,674,Y,0,CR9 CR7
LO,3210,MUC,346,WRO,680,Y,0,CR9 E95 CR7
LO,3210,POZ,674,FRA,340,Y,0,CR7
LO,3210,POZ,674,MUC,346,Y,0,CR9 CR7
LO,3210,RZE,675,WAW,679,Y,0,DH4 E95 E75
LO,3210,VIE,1613,KRK,669,Y,0,DH4 F70 100
LO,3210,WAW,679,LIS,1638,Y,0,320 319
LO,3210,WAW,679,RZE,675,Y,0,DH4 E95 E75
LO,3210,WRO,680,FRA,340,Y,0,CR7 32A 321
LO,3210,WRO,680,MUC,346,Y,0,CR7 CR9 E95
LR,3197,DRK,6945,SJO,1885,Y,0,CNA
LR,3197,FON,6731,SJO,1885,Y,0,CNA
LR,3197,FON,6731,XQP,1889,Y,0,CNA
LR,3197,GLF,1879,SJO,1885,Y,0,CNA
LR,3197,LIR,1881,SJO,1885,Y,0,CNA
LR,3197,MGA,1863,SAL,1892,Y,0,ATR
LR,3197,MGA,1863,SJO,1885,Y,0,ATR
LR,3197,PJM,5847,SJO,1885,Y,0,CNA
LR,3197,PMZ,1887,SJO,1885,Y,0,CNA
LR,3197,SAL,1892,MGA,1863,Y,0,ATR
LR,3197,SJO,1885,DRK,6945,Y,0,CNA
LR,3197,SJO,1885,FON,6731,Y,0,CNA
LR,3197,SJO,1885,GLF,1879,Y,0,CNA
LR,3197,SJO,1885,LIR,1881,Y,0,CNA
LR,3197,SJO,1885,MGA,1863,Y,0,ATR
LR,3197,SJO,1885,PJM,5847,Y,0,CNA
LR,3197,SJO,1885,PMZ,1887,Y,0,CNA
LR,3197,SJO,1885,TNO,5844,Y,0,CNA
LR,3197,SJO,1885,XQP,1889,Y,0,CNA
LR,3197,TMU,6732,SJO,1885,Y,0,CNA
LR,3197,TNO,5844,SJO,1885,Y,0,CNA
LR,3197,XQP,1889,SJO,1885,Y,0,CNA
LW,3865,HGR,6739,IAD,3714,Y,0,PA2
LW,3865,IAD,3714,HGR,6739,Y,0,PA2
LW,3865,IAD,3714,LNS,5751,Y,0,PA2
LW,3865,IAH,3550,VCT,5775,Y,0,PA2
LW,3865,LNS,5751,IAD,3714,Y,0,PA2
LW,3865,VCT,5775,IAH,3550,Y,0,PA2
LX,4559,ACE,1055,ZRH,1678,Y,0,320
LX,4559,AYT,1688,ZRH,1678,Y,0,320
LX,4559,BAH,2057,DOH,11051,Y,0,333
LX,4559,BCN,1218,BSL,1423,Y,0,AR1
LX,4559,BRU,302,BSL,1423,Y,0,319 AR1
LX,4559,BRU,302,DLA,897,Y,0,332
LX,4559,BRU,302,GVA,1665,Y,0,320 319 AR1
LX,4559,BRU,302,NSI,4161,Y,0,332
LX,4559,BSL,1423,BCN,1218,Y,0,AR1
LX,4559,BSL,1423,BRU,302,Y,0,319 AR1
LX,4559,BSL,1423,FCO,1555,Y,0,AR1
LX,4559,BSL,1423,FRA,340,Y,0,CR7
LX,4559,BSL,1423,HAM,342,Y,0,AR1
LX,4559,BSL,1423,LCY,503,Y,0,AR1
LX,4559,BSL,1423,MUC,346,Y,0,CR7 CR9
LX,4559,BSL,1423,PRG,1587,Y,0,AR1
LX,4559,BSL,1423,VIE,1613,Y,0,DH4
LX,4559,CAI,1128,GVA,1665,Y,0,738
LX,4559,CDG,1382,GVA,1665,Y,0,319 321 320 318
LX,4559,CTA,1509,ZRH,1678,Y,0,320
LX,4559,DBV,1200,ZRH,1678,Y,0,DH4
LX,4559,DLA,897,BRU,302,Y,0,332
LX,4559,DLA,897,NSI,4161,Y,0,332
LX,4559,DOH,11051,BAH,2057,Y,0,333
LX,4559,DOH,11051,FRA,340,Y,0,333
LX,4559,EWR,3494,GVA,1665,Y,0,763
LX,4559,FCO,1555,BSL,1423,Y,0,AR1
LX,4559,FLR,1563,ZRH,1678,Y,0,AR1
LX,4559,FNC,4091,ZRH,1678,Y,0,320
LX,4559,FRA,340,BSL,1423,Y,0,CR7
LX,4559,FRA,340,DOH,11051,Y,0,333
LX,4559,FRA,340,GVA,1665,Y,0,CR7 735 E90
LX,4559,FUE,1051,ZRH,1678,Y,0,320
LX,4559,GVA,1665,BRU,302,Y,0,319 320 AR1
LX,4559,GVA,1665,CAI,1128,Y,0,738
LX,4559,GVA,1665,CDG,1382,Y,0,321 319 320 318
LX,4559,GVA,1665,EWR,3494,Y,0,763
LX,4559,GVA,1665,FRA,340,Y,0,735 CR7 E90
LX,4559,GVA,1665,IAD,3714,Y,0,763
LX,4559,GVA,1665,LCY,503,Y,0,AR1
LX,4559,GVA,1665,MUC,346,Y,0,E95 CR9
LX,4559,GVA,1665,TLV,1590,Y,0,738
LX,4559,GVA,1665,VIE,1613,Y,0,F70 319 100
LX,4559,GVA,1665,WAW,679,Y,0,E75
LX,4559,GVA,1665,YUL,146,Y,0,333
LX,4559,HAM,342,BSL,1423,Y,0,AR1
LX,4559,HAV,1909,ZRH,1678,Y,0,333
LX,4559,HER,1452,ZRH,1678,Y,0,320 333
LX,4559,HRG,1130,ZRH,1678,Y,0,320
LX,4559,IAD,3714,GVA,1665,Y,0,763
LX,4559,IAD,3714,ZRH,1678,Y,0,763 764
LX,4559,LCA,1197,ZRH,1678,Y,0,320
LX,4559,LCY,503,BSL,1423,Y,0,AR1
LX,4559,LCY,503,GVA,1665,Y,0,AR1
LX,4559,LCY,503,ZRH,1678,Y,0,AR1
LX,4559,LJU,1569,ZRH,1678,Y,0,CR9 CR2 319
LX,4559,LPA,1054,ZRH,1678,Y,0,320
LX,4559,LUG,1675,ZRH,1678,Y,0,S20
LX,4559,MLA,1606,ZRH,1678,Y,0,319
LX,4559,MUC,346,BSL,1423,Y,0,CR9 CR7
LX,4559,MUC,346,GVA,1665,Y,0,E95 CR9
LX,4559,NSI,4161,BRU,302,Y,0,332
LX,4559,NSI,4161,DLA,897,Y,0,332
LX,4559,OPO,1636,ZRH,1678,Y,0,320 319
LX,4559,OTP,1657,ZRH,1678,Y,0,320
LX,4559,PRG,1587,BSL,1423,Y,0,AR1
LX,4559,PRN,1742,ZRH,1678,Y,0,320
LX,4559,PUJ,1760,ZRH,1678,Y,0,333
LX,4559,RAK,1075,ZRH,1678,Y,0,320
LX,4559,RMF,4197,ZRH,1678,Y,0,320
LX,4559,SKP,1737,ZRH,1678,Y,0,320
LX,4559,SPU,1206,ZRH,1678,Y,0,DH4
LX,4559,TFS,1056,ZRH,1678,Y,0,320
LX,4559,TLV,1590,GVA,1665,Y,0,738
LX,4559,TPA,3646,ZRH,1678,Y,0,333
LX,4559,VIE,1613,BSL,1423,Y,0,DH4
LX,4559,VIE,1613,GVA,1665,Y,0,319 100 F70
LX,4559,WAW,679,GVA,1665,Y,0,E75
LX,4559,YUL,146,GVA,1665,Y,0,333
LX,4559,YUL,146,YYZ,193,Y,0,333
LX,4559,YYZ,193,YUL,146,Y,0,333
LX,4559,YYZ,193,ZRH,1678,Y,0,333
LX,4559,ZAG,1208,ZRH,1678,Y,0,DH4
LX,4559,ZRH,1678,ACE,1055,Y,0,320
LX,4559,ZRH,1678,AYT,1688,Y,0,320
LX,4559,ZRH,1678,CTA,1509,Y,0,320
LX,4559,ZRH,1678,DBV,1200,Y,0,DH4
LX,4559,ZRH,1678,FLR,1563,Y,0,AR1
LX,4559,ZRH,1678,FNC,4091,Y,0,320
LX,4559,ZRH,1678,FUE,1051,Y,0,320
LX,4559,ZRH,1678,HAV,1909,Y,0,333
LX,4559,ZRH,1678,HER,1452,Y,0,320 333
LX,4559,ZRH,1678,HRG,1130,Y,0,320
LX,4559,ZRH,1678,IAD,3714,Y,0,763 764
LX,4559,ZRH,1678,LCA,1197,Y,0,320
LX,4559,ZRH,1678,LCY,503,Y,0,AR1
LX,4559,ZRH,1678,LJU,1569,Y,0,CR9 CR2 319
LX,4559,ZRH,1678,LPA,1054,Y,0,320
LX,4559,ZRH,1678,LUG,1675,Y,0,S20
LX,4559,ZRH,1678,MLA,1606,Y,0,319
LX,4559,ZRH,1678,OPO,1636,Y,0,320 319
LX,4559,ZRH,1678,OTP,1657,Y,0,320
LX,4559,ZRH,1678,PRN,1742,Y,0,320
LX,4559,ZRH,1678,PUJ,1760,Y,0,333
LX,4559,ZRH,1678,RAK,1075,Y,0,320
LX,4559,ZRH,1678,RMF,4197,Y,0,320
LX,4559,ZRH,1678,SKP,1737,Y,0,320
LX,4559,ZRH,1678,SPU,1206,Y,0,DH4
LX,4559,ZRH,1678,TFS,1056,Y,0,320
LX,4559,ZRH,1678,TPA,3646,Y,0,333
LX,4559,ZRH,1678,YYZ,193,Y,0,333
LX,4559,ZRH,1678,ZAG,1208,Y,0,DH4
M5,3123,DHB,9540,RCE,8170,Y,0,DHP
M5,3123,FBS,8174,LKE,6457,Y,0,DHP
M5,3123,LKE,6457,SEA,3577,Y,0,DHL
M5,3123,LKE,6457,YWH,4106,Y,0,DHL
M5,3123,LPS,6136,WSX,8173,Y,0,DHP
M5,3123,RCE,8170,FBS,8174,Y,0,DHP
M5,3123,WSX,8173,DHB,9540,Y,0,DHP
M5,3123,YWH,4106,LKE,6457,Y,0,DHL
